Gene,Transcript,UTR5_Length,UTR3_Length,CDS_Length,UTR5_GC_Content,UTR3_GC_Content,CDS_GC_Content,uATG_count,Transcript_FE,Translate_FE,CAI
NAA15,ENST00000296543,323,3298,2601,0.634674922600619,0.347483323226198,0.382545174932718,0,-3.6,-8.7,0.614120145991657
IL15,ENST00000296545,844,1139,489,0.598341232227488,0.337137840210711,0.355828220858896,13,-17.9,-1.6,0.590260652847112
DCLK2,ENST00000296550,754,1210,2301,0.754641909814324,0.529752066115702,0.514558887440243,3,-9.8,-5.1,0.689999966632481
ICE1,ENST00000296564,222,904,6801,0.747747747747748,0.360619469026549,0.43920011762976,1,-5.1,-8.5,0.626671981223376
HHIP,ENST00000296575,655,7314,2103,0.621374045801527,0.322942302433689,0.469329529243937,1,-9.2,-4.6,0.66674554433301
ABCE1,ENST00000296577,515,1606,1800,0.570873786407767,0.319427148194271,0.388888888888889,5,-8.4,-3,0.611494537816164
TMEM184C,ENST00000296582,574,2287,1317,0.573170731707317,0.34936598163533,0.402429764616553,5,-5.6,-5.7,0.597135970512069
ITGA2,ENST00000296585,143,4180,3546,0.608391608391608,0.378468899521531,0.422165820642978,0,-17.8,-4.8,0.632618665009344
SLC45A2,ENST00000296589,147,32,1593,0.598639455782313,0.40625,0.527306967984934,0,-3.7,-8,0.720517925584668
EDIL3,ENST00000296591,419,2865,1443,0.701670644391408,0.298778359511344,0.451143451143451,0,-8.1,-4.7,0.672622803681734
TMEM161B,ENST00000296595,125,1005,1464,0.616,0.297512437810945,0.390710382513661,0,-7.5,-9,0.597287632528507
NDUFAF2,ENST00000296597,127,82,510,0.669291338582677,0.25609756097561,0.437254901960784,1,-11,-3.1,0.664296812806997
ZNF474,ENST00000296600,383,486,1095,0.475195822454308,0.386831275720165,0.484931506849315,5,-4.4,-2.6,0.659094330253963
LMBRD2,ENST00000296603,463,5634,2088,0.645788336933045,0.304046858359957,0.383620689655172,3,-12.7,-2.3,0.631511955718996
RANBP3L,ENST00000296604,486,1220,1398,0.360082304526749,0.277049180327869,0.390557939914163,9,-2.8,-1.5,0.603901955932202
F2RL2,ENST00000296641,204,2100,1125,0.475490196078431,0.403809523809524,0.441777777777778,3,-4.2,-2.4,0.689189981571699
CMBL,ENST00000296658,421,1176,738,0.67458432304038,0.418367346938776,0.44579945799458,0,0,-2.4,0.708842122643822
C5orf63,ENST00000296662,151,467,348,0.483443708609272,0.400428265524625,0.425287356321839,0,-8,-1.9,0.68227136681576
PRRC1,ENST00000296666,188,3173,1338,0.579787234042553,0.339741569492594,0.490284005979073,1,-11.1,0,0.654211232995439
RPS23,ENST00000296674,254,2751,432,0.55511811023622,0.435114503816794,0.451388888888889,2,-0.8,-5,0.684068832885236
F2RL1,ENST00000296677,206,1514,1194,0.689320388349515,0.379128137384412,0.487437185929648,0,-6.4,-5.6,0.735386039664463
WDR41,ENST00000296679,376,2202,1380,0.704787234042553,0.358310626702997,0.426811594202899,0,-5.7,-4.1,0.621616169999708
PRDM9,ENST00000296682,182,824,2685,0.60989010989011,0.464805825242718,0.527001862197393,1,-8.4,0,0.714325015784235
NDUFS4,ENST00000296684,28,119,528,0.535714285714286,0.336134453781513,0.443181818181818,0,-3.8,-6.4,0.623795604107054
SCGB3A2,ENST00000296694,93,140,282,0.376344086021505,0.428571428571429,0.475177304964539,1,-4.5,-1.7,0.679396675136645
SPINK1,ENST00000296695,209,93,240,0.521531100478469,0.440860215053763,0.441666666666667,2,-6,-4.7,0.664475891307367
TCERG1,ENST00000296702,38,1319,3297,0.684210526315789,0.327520849128127,0.473157415832575,1,-7.6,-10.7,0.658329032558352
AFAP1L1,ENST00000296721,98,1772,2307,0.857142857142857,0.433972911963883,0.58777633289987,0,-14.4,-12.3,0.779350562322346
CDC20B,ENST00000296733,175,1223,1548,0.611428571428571,0.415372035977105,0.493540051679587,1,-1.5,-2.3,0.663041338307811
SPZ1,ENST00000296739,241,334,1293,0.49792531120332,0.335329341317365,0.387470997679814,2,-0.1,-4,0.641384737681041
ENPP6,ENST00000296741,142,2471,1323,0.570422535211268,0.424929178470255,0.532123960695389,0,-4.7,-7.9,0.758938632939623
CAGE1,ENST00000296742,721,174,1926,0.50624133148405,0.32183908045977,0.385254413291796,12,-3.7,0,0.620568023663195
MAP1B,ENST00000296755,298,4331,7407,0.701342281879195,0.371507734934195,0.484136627514513,1,-9.3,-8.1,0.70778831287095
TMEM174,ENST00000296776,49,978,732,0.530612244897959,0.465235173824131,0.540983606557377,0,0,-5.1,0.735532337325539
CARTPT,ENST00000296777,131,433,351,0.633587786259542,0.369515011547344,0.58974358974359,0,-4.2,-5.2,0.772620902480655
ANKRA2,ENST00000296785,659,462,942,0.540212443095599,0.25974025974026,0.418259023354565,6,-2.3,-3.5,0.626379265589265
UBLCP1,ENST00000296786,326,1109,957,0.549079754601227,0.322813345356177,0.378265412748171,1,-7,-2.1,0.602624397796002
UTP15,ENST00000296792,255,1875,1557,0.490196078431373,0.367466666666667,0.401412973667309,2,-4.7,-5.5,0.606612331764476
TLR3,ENST00000296795,104,3196,2715,0.423076923076923,0.355444305381727,0.398158379373849,2,-2.8,-1.6,0.617017443680408
GFM2,ENST00000296805,458,451,2340,0.589519650655022,0.314855875831486,0.418803418803419,2,-5.8,-4.1,0.609010352604981
CCDC127,ENST00000296824,133,8426,783,0.714285714285714,0.53097555186328,0.482758620689655,1,-6.8,0,0.686799635928077
NKD2,ENST00000296849,229,570,1356,0.812227074235808,0.621052631578947,0.674778761061947,1,-10.3,-6.6,0.739818861160558
TNFRSF21,ENST00000296861,394,1233,1968,0.723350253807107,0.365774533657745,0.55640243902439,4,-8.2,-6.1,0.746204563456294
IL3,ENST00000296870,178,413,459,0.601123595505618,0.426150121065375,0.509803921568627,1,-2.5,-1.1,0.657483069524614
CSF2,ENST00000296871,34,318,435,0.470588235294118,0.39937106918239,0.581609195402299,0,-5.9,-8.9,0.783049099818355
SEPT8,ENST00000296873,284,2820,1290,0.792253521126761,0.447517730496454,0.565891472868217,0,-8.7,-8.2,0.791827503718924
LEAP2,ENST00000296877,1373,600,234,0.455207574654042,0.395,0.512820512820513,18,-3.3,-3,0.664955539935052
TLX3,ENST00000296921,82,535,876,0.817073170731707,0.661682242990654,0.681506849315068,1,-9.8,-7,0.696411014712103
NPM1,ENST00000296930,301,572,885,0.637873754152824,0.344405594405594,0.420338983050847,0,-13.9,-4.2,0.637481422683459
FBXW11,ENST00000296933,371,2578,1590,0.714285714285714,0.401474010861133,0.452201257861635,1,-6.8,-8.1,0.678864040252827
T,ENST00000296946,469,659,1308,0.697228144989339,0.43247344461305,0.603211009174312,2,-1.6,-9.3,0.744241751154572
CREBRF,ENST00000296953,319,5539,1920,0.476489028213166,0.325148943852681,0.432291666666667,1,-3.8,-7.8,0.654849994306622
DCBLD1,ENST00000296955,125,234,1620,0.8,0.401709401709402,0.477777777777778,0,-10.4,-12.4,0.671243877782603
C7orf72,ENST00000297001,50,661,1317,0.24,0.59606656580938,0.419134396355353,0,-0.1,-5,0.645307609533453
HIST1H2AA,ENST00000297012,0,0,396,NA,NA,0.537878787878788,0,-2.3,-2.3,0.666787375989239
DAGLB,ENST00000297056,170,708,2019,0.670588235294118,0.55225988700565,0.565626547795939,1,-10.4,-9,0.71415646957276
TRA2A,ENST00000297071,217,779,849,0.626728110599078,0.300385109114249,0.477031802120141,0,-2.7,-9.3,0.675188250550788
GALNT10,ENST00000297107,137,4012,1812,0.861313868613139,0.483300099700897,0.575055187637969,0,-13.9,-7.6,0.751211122353396
SAP30L,ENST00000297109,648,5026,552,0.787037037037037,0.4291683247115,0.541666666666667,0,-14.3,-4.4,0.753523061279245
MYOZ3,ENST00000297130,199,2490,756,0.422110552763819,0.487550200803213,0.648148148148148,0,0,-3.6,0.739041431320257
COG5,ENST00000297135,525,952,2583,0.603809523809524,0.355042016806723,0.436701509872242,1,-2.6,-12.1,0.598933200111686
NEUROD6,ENST00000297142,323,794,1014,0.439628482972136,0.295969773299748,0.47534516765286,13,-8.1,0,0.685639119507379
C7orf60,ENST00000297145,166,2597,1218,0.686746987951807,0.31998459761263,0.430213464696223,0,-2.3,-9.5,0.629552512741841
SLU7,ENST00000297151,388,1644,1761,0.538659793814433,0.37712895377129,0.421351504826803,2,-2,-1.8,0.691604848242499
CAMLG,ENST00000297156,120,1210,891,0.725,0.366115702479339,0.488215488215488,0,-3.1,-8.3,0.620479229077974
RP9,ENST00000297157,18,437,666,0.833333333333333,0.498855835240275,0.495495495495495,0,-8.3,-8.3,0.682239354819569
BMPER,ENST00000297161,374,2599,2058,0.740641711229946,0.381300500192382,0.526239067055394,0,-7.2,-5,0.738554899038078
RELL2,ENST00000297164,1200,408,912,0.683333333333333,0.622549019607843,0.610745614035088,3,-4.7,-4,0.730171612486981
HSPA9,ENST00000297185,126,1155,2040,0.642857142857143,0.370562770562771,0.463235294117647,0,-0.8,-1.8,0.680965563728699
RSPH10B2,ENST00000297186,88,222,2613,0.386363636363636,0.504504504504504,0.456563337160352,0,-0.8,-2.5,0.679850036596416
C7orf62,ENST00000297203,186,75,762,0.413978494623656,0.306666666666667,0.405511811023622,3,-3.9,-1.7,0.600342561594251
STEAP1,ENST00000297205,200,93,1020,0.67,0.21505376344086,0.396078431372549,0,-13.4,0,0.61417516248357
FABP5,ENST00000297258,233,210,408,0.768240343347639,0.3,0.436274509803922,0,-6.5,-1.1,0.683721209483708
SHH,ENST00000297261,151,2914,1389,0.701986754966887,0.472203157172272,0.673146148308135,1,-3.6,-4.1,0.698267628891392
CHMP4C,ENST00000297265,193,971,702,0.683937823834197,0.387229660144181,0.48005698005698,1,-11.7,-3.6,0.705129612066504
FNDC1,ENST00000297267,200,667,5685,0.81,0.39880059970015,0.585751978891821,0,-10.4,-11.8,0.709259210678704
COL1A2,ENST00000297268,471,839,4101,0.600849256900212,0.32181168057211,0.587905388929529,5,-4.8,-1.9,0.732509030155833
CASD1,ENST00000297273,287,1261,2394,0.787456445993031,0.310071371927042,0.375522138680033,1,-3.8,-4.5,0.607283856265164
PGAM2,ENST00000297283,58,37,762,0.672413793103448,0.621621621621622,0.619422572178478,0,-11.2,-3.7,0.821875987802205
BRI3,ENST00000297290,121,281,378,0.884297520661157,0.444839857651246,0.645502645502645,0,-7.8,-4.6,0.77123145885424
LMTK2,ENST00000297293,293,4141,4512,0.744027303754266,0.48249215165419,0.529255319148936,1,-12.5,-12.8,0.67214868041621
SLC35G3,ENST00000297307,216,771,1017,0.486111111111111,0.470817120622568,0.611602753195674,3,0,-4.3,0.737705989377514
SOX17,ENST00000297316,204,893,1245,0.759803921568627,0.357222844344905,0.71566265060241,0,-9,-8.1,0.727601681175934
ADCY1,ENST00000297323,22,9121,3360,0.772727272727273,0.528231553557724,0.59672619047619,1,-7.6,-12.1,0.732078096250994
C8orf48,ENST00000297324,149,336,960,0.590604026845638,0.333333333333333,0.428125,3,-8.3,-3.9,0.646491660211624
SUN3,ENST00000297325,160,182,1074,0.3625,0.351648351648352,0.416201117318436,4,-0.3,0,0.626698045033711
RAD21,ENST00000297338,288,1565,1896,0.618055555555556,0.338658146964856,0.431962025316456,0,-3.1,-4.1,0.649945541509276
MED30,ENST00000297347,164,284,537,0.664634146341463,0.214788732394366,0.500931098696462,0,-6.1,-3.4,0.658437667484234
TNFRSF11B,ENST00000297350,379,817,1206,0.620052770448549,0.285189718482252,0.458540630182421,2,-1.7,-2.6,0.650832708105469
SBSPON,ENST00000297354,205,2801,795,0.848780487804878,0.341306676187076,0.592452830188679,0,-9,-6.5,0.743731788197018
PHKG1,ENST00000297373,195,72,1164,0.538461538461538,0.638888888888889,0.585051546391753,1,-0.7,-1.6,0.80738074977871
EN2,ENST00000297375,249,2144,1002,0.690763052208835,0.435634328358209,0.702594810379242,0,-8,-3.6,0.69746720028787
CSMD3,ENST00000297405,245,1843,11124,0.522448979591837,0.318502441671188,0.424128011506652,1,-4.5,-1.7,0.633691532811793
SPIDR,ENST00000297423,384,856,2748,0.729166666666667,0.376168224299065,0.505458515283843,1,-7.1,-8.9,0.673884468139175
ORC5,ENST00000297431,143,507,1308,0.72027972027972,0.418145956607495,0.385321100917431,0,-5.6,-1.3,0.60583309241951
DEFA4,ENST00000297435,125,198,294,0.552,0.409090909090909,0.537414965986395,1,-2.5,-4.6,0.661569910416619
DEFA6,ENST00000297436,41,125,303,0.609756097560976,0.36,0.524752475247525,0,-1.1,-2.6,0.726522333346006
DEFB1,ENST00000297439,165,106,207,0.56969696969697,0.358490566037736,0.478260869565217,0,-4.8,0,0.692614755400971
DNAAF5,ENST00000297440,20,822,2568,0.75,0.411192214111922,0.660436137071651,0,-8.1,-6.1,0.75173963828878
TMEM74,ENST00000297459,179,644,918,0.687150837988827,0.302795031055901,0.518518518518518,1,-14.3,-6.2,0.674001102473037
TMEM184A,ENST00000297477,317,4717,1242,0.694006309148265,0.636209455162179,0.631239935587762,2,-7.5,-3.1,0.805161136220613
MTUS1,ENST00000297488,293,2127,1311,0.460750853242321,0.401504466384579,0.437070938215103,5,-1.9,-4.8,0.632639548099994
NOS3,ENST00000297494,357,419,3612,0.476190476190476,0.541766109785203,0.650055370985604,4,-5.3,-2.5,0.793237784081059
MICALL2,ENST00000297508,176,230,2715,0.772727272727273,0.665217391304348,0.650460405156538,0,-5.9,-12.5,0.731329411749141
SLC7A13,ENST00000297524,104,361,1413,0.269230769230769,0.326869806094183,0.409766454352442,0,0,0,0.568464718992151
FASTK,ENST00000297532,78,99,1650,0.666666666666667,0.505050505050505,0.638181818181818,1,-6,-8.1,0.750502444653152
C7orf55,ENST00000297534,253,615,342,0.569169960474308,0.395121951219512,0.596491228070175,0,-6.3,-7.4,0.654981639939189
GBX1,ENST00000297537,0,0,1092,NA,NA,0.662087912087912,0,-9.9,-9.9,0.705813845925588
PHAX,ENST00000297540,695,2408,1185,0.548201438848921,0.411129568106312,0.431223628691983,12,-4.6,-4.3,0.645782875375019
SLC25A32,ENST00000297578,167,1776,948,0.706586826347305,0.351914414414414,0.441983122362869,0,-4.3,-10.5,0.582722954527735
DCSTAMP,ENST00000297581,49,491,1413,0.489795918367347,0.446028513238289,0.46001415428167,0,-3.6,-3.4,0.659083154569268
KIAA1429,ENST00000297591,76,1013,5439,0.723684210526316,0.318854886475814,0.419378562235705,0,-6.7,-6,0.614785646376121
GEM,ENST00000297596,265,1052,891,0.667924528301887,0.32319391634981,0.549943883277217,0,-11.4,-2.4,0.763341931672593
RPP25L,ENST00000297613,281,319,492,0.637010676156584,0.501567398119122,0.628048780487805,2,-10.9,-2.4,0.724822099846291
FAM219A,ENST00000297620,307,2774,507,0.775244299674267,0.562364816149964,0.593688362919132,0,-10.5,-2.5,0.808059298980843
C9orf24,ENST00000297623,199,163,789,0.613065326633166,0.484662576687117,0.586818757921419,1,-2.7,0,0.755963809597573
KIAA1161,ENST00000297625,124,4129,2145,0.612903225806452,0.483894405425042,0.656410256410256,3,-4.6,-2.1,0.763020323758075
CNTNAP3,ENST00000297668,74,1123,3867,0.72972972972973,0.362422083704363,0.528575122834238,0,-3.2,-5.9,0.674280214262445
HSD3B7,ENST00000297679,93,969,1110,0.709677419354839,0.577915376676987,0.640540540540541,0,-8.2,-8.9,0.810939665467847
NFIL3,ENST00000297689,395,301,1389,0.622784810126582,0.355481727574751,0.443484521238301,1,-5.1,-3.8,0.646833778392258
ZMAT4,ENST00000297737,147,1629,690,0.653061224489796,0.413136893799877,0.489855072463768,0,-4.9,0,0.684791583607335
TMC1,ENST00000297784,540,378,2283,0.511111111111111,0.375661375661376,0.441962330267192,11,-3.5,-0.3,0.689377257911189
ALDH1A1,ENST00000297785,55,546,1506,0.490909090909091,0.316849816849817,0.453519256308101,0,-1.7,-1.7,0.661065488403484
CCDC136,ENST00000297788,367,337,3465,0.634877384196185,0.528189910979229,0.528427128427128,2,-4.6,-1.6,0.742010782338089
KDM1B,ENST00000297792,177,1861,1773,0.711864406779661,0.335303600214938,0.47151720248167,1,-9.8,-4,0.682173585651517
KIF27,ENST00000297814,144,303,4206,0.472222222222222,0.277227722772277,0.405373276271992,1,-10.4,-2.4,0.614245487149883
SSMEM1,ENST00000297819,51,373,735,0.372549019607843,0.324396782841823,0.453061224489796,1,-1.5,-4.3,0.669046175253779
COL14A1,ENST00000297848,270,805,5391,0.588888888888889,0.342857142857143,0.479131886477462,1,-6.5,-5.3,0.664717483626892
WBSCR27,ENST00000297873,50,153,738,0.74,0.607843137254902,0.657181571815718,0,-1.1,-5.1,0.721697688334314
FIGF,ENST00000297904,430,542,1065,0.365116279069767,0.394833948339483,0.47981220657277,4,-4.2,-1.6,0.715292575750674
OR1Q1,ENST00000297913,0,0,945,NA,NA,0.492063492063492,0,-5.6,-5.6,0.769470404929593
WNK2,ENST00000297954,0,244,6894,NA,0.409836065573771,0.664635915288657,0,-9.9,-9.9,0.738556968152466
HDX,ENST00000297977,112,4015,2073,0.589285714285714,0.333997509339975,0.404245055475157,0,-7.3,-1.3,0.617737940869497
AQP7,ENST00000297988,172,55,1029,0.546511627906977,0.454545454545455,0.565597667638484,1,-6.4,-1.9,0.727214314139263
NOL6,ENST00000297990,88,1212,3441,0.568181818181818,0.521452145214521,0.59895379250218,1,-7.3,-11.9,0.746437469517145
AQP3,ENST00000297991,81,889,879,0.839506172839506,0.50281214848144,0.605233219567691,0,-10,-5.4,0.811678543563949
TRMT10B,ENST00000297994,65,1265,951,0.661538461538462,0.471146245059289,0.450052576235542,0,-11.1,-4.9,0.660632798469861
ARMC3,ENST00000298032,84,108,2619,0.630952380952381,0.314814814814815,0.41618938526155,0,-1.3,-4.3,0.629480164662104
MELK,ENST00000298048,184,345,1956,0.581521739130435,0.307246376811594,0.418200408997955,0,-3.1,0,0.629948351004825
EEF1A2,ENST00000298049,71,285,1392,0.690140845070423,0.750877192982456,0.620689655172414,0,-1.7,-5.3,0.817872451360443
CCDC67,ENST00000298050,100,749,1815,0.54,0.303070761014686,0.367493112947658,1,-5.7,-2.9,0.574386760680095
HECTD2,ENST00000298068,94,2377,2331,0.829787234042553,0.311316785864535,0.402402402402402,0,-9.2,-8.5,0.617340621646292
SLC7A3,ENST00000298085,150,225,1860,0.62,0.426666666666667,0.52741935483871,0,-11.3,-3.9,0.706030896149155
FBXO33,ENST00000298097,338,1847,1668,0.627218934911243,0.343800757985923,0.524580335731415,0,-12.3,-1.9,0.664075832690631
GPR101,ENST00000298110,0,0,1527,NA,NA,0.562540929927963,0,-2.5,-2.5,0.790303449553591
LRFN5,ENST00000298119,1189,374,2160,0.551724137931034,0.339572192513369,0.421759259259259,11,0,-0.4,0.650145832733046
WDFY2,ENST00000298125,180,7938,1203,0.733333333333333,0.448601662887377,0.523690773067332,1,-11,-10.7,0.7282513862264
SPTSSA,ENST00000298130,149,2412,216,0.798657718120805,0.346600331674959,0.550925925925926,1,-8.8,-6.2,0.661424703489744
WRN,ENST00000298139,249,667,4299,0.51004016064257,0.287856071964018,0.398232147010933,3,-6.3,-1.4,0.633486656942657
SSX7,ENST00000298181,159,585,567,0.515723270440252,0.461538461538462,0.476190476190476,2,-2.2,-3.4,0.745151171982012
KRBOX4,ENST00000298190,196,657,501,0.540816326530612,0.380517503805175,0.465069860279441,0,-8.6,-3.2,0.678071054871858
PGM2L1,ENST00000298198,312,6334,1869,0.705128205128205,0.354436375118409,0.4258962011771,1,-12.2,-2.7,0.661601138939522
FOLR2,ENST00000298223,187,183,768,0.561497326203209,0.502732240437158,0.572916666666667,1,-7.6,-2.1,0.795288890058042
INPPL1,ENST00000298229,204,752,3777,0.803921568627451,0.582446808510638,0.611331744770982,1,-19,-17,0.762966158974279
PHOX2A,ENST00000298231,172,672,855,0.796511627906977,0.571428571428571,0.712280701754386,0,-8.7,-2.5,0.696210578384293
CRYL1,ENST00000298248,63,462,960,0.825396825396825,0.463203463203463,0.528125,0,-9.1,-10.1,0.717978815999011
HEPACAM,ENST00000298251,406,1945,1251,0.527093596059113,0.519280205655527,0.612310151878497,4,-2,-5.2,0.755866796713176
PCF11,ENST00000298281,452,2557,4668,0.657079646017699,0.367618302698475,0.434233076263925,1,-5,-9.9,0.618433790733482
PKNOX2,ENST00000298282,271,1997,1419,0.538745387453875,0.537806710065098,0.573643410852713,3,-7.9,-1.7,0.778703367281546
RPL10L,ENST00000298283,85,82,645,0.552941176470588,0.390243902439024,0.528682170542636,1,-4.4,-7.1,0.786974421336368
LRR1,ENST00000298288,324,176,1245,0.679012345679012,0.346590909090909,0.418473895582329,1,-7.6,-2.9,0.610914219625938
RPL36AL,ENST00000298289,160,265,321,0.5375,0.29811320754717,0.470404984423676,0,-4.7,-1.3,0.797604313306405
DNAAF2,ENST00000298292,81,368,2514,0.62962962962963,0.22554347826087,0.579554494828958,0,-4.5,-7.2,0.654277648469021
C10orf10,ENST00000298295,218,1263,639,0.646788990825688,0.518606492478226,0.640062597809077,0,-7.2,-4.1,0.755853604232303
MAGEC3,ENST00000298296,0,0,1932,NA,NA,0.517080745341615,0,-6.2,-6.2,0.69681821225457
ZNF22,ENST00000298299,593,1283,675,0.526138279932546,0.336710833982853,0.459259259259259,3,-4.2,-3.9,0.702769578570804
KLHDC2,ENST00000298307,861,3432,1221,0.672473867595819,0.348776223776224,0.42997542997543,0,-12.9,-8.1,0.639817879884266
NEMF,ENST00000298310,450,2553,3231,0.513333333333333,0.327066196631414,0.393995666976168,5,-1.7,-6.1,0.612102094171377
ARF6,ENST00000298316,547,2790,528,0.751371115173675,0.338709677419355,0.558712121212121,3,-1.8,-5,0.771604678051137
RPUSD4,ENST00000298317,54,1324,1134,0.592592592592593,0.464501510574018,0.561728395061728,0,-1.3,-3,0.697503291942766
TMEM63C,ENST00000298351,144,2769,2421,0.6875,0.601661249548573,0.539033457249071,0,-6.8,-7.6,0.777046411267123
NGB,ENST00000298352,375,1053,456,0.776,0.581196581196581,0.625,1,-9.7,-10.8,0.806441157742779
TRIM9,ENST00000298355,1122,2029,2133,0.644385026737968,0.398225726959093,0.573370839193624,10,0,-5.5,0.75168743680608
AKR1E2,ENST00000298375,71,532,963,0.845070422535211,0.490601503759398,0.496365524402908,0,-4.7,-14.9,0.735753884312363
RXFP2,ENST00000298386,71,983,2265,0.380281690140845,0.395727365208545,0.39205298013245,0,-2.7,-2.6,0.625771188570634
SSX3,ENST00000298396,53,612,567,0.433962264150943,0.444444444444444,0.470899470899471,0,-5.7,-3.8,0.717749674878153
SEC61A2,ENST00000298428,89,373,1431,0.775280898876405,0.410187667560322,0.457023060796646,0,-9.5,-2.8,0.669306411268442
VSTM4,ENST00000298454,24,1570,576,0.875,0.405095541401274,0.611111111111111,0,-9.4,-7.7,0.689954070905579
SOHLH1,ENST00000298466,61,939,987,0.786885245901639,0.597444089456869,0.669706180344478,0,-9.8,-5.8,0.704046619689584
SLC18A2,ENST00000298472,143,2164,1545,0.804195804195804,0.33456561922366,0.509385113268608,0,-10.1,-5.3,0.698761985154126
FAM175B,ENST00000298492,45,1699,1248,0.622222222222222,0.357268981753973,0.463141025641026,2,-10.4,-3.7,0.674397046250911
PRDX3,ENST00000298510,43,777,771,0.744186046511628,0.315315315315315,0.479896238651102,0,-5.8,-3.9,0.632961804750395
CLEC1B,ENST00000298527,180,82,690,0.394444444444444,0.353658536585366,0.444927536231884,3,-3,-2.7,0.687427554487462
TMEM52B,ENST00000298530,578,1661,492,0.410034602076125,0.428657435279952,0.563008130081301,8,0,-7.5,0.705302529788089
SNAPC4,ENST00000298532,369,231,4410,0.601626016260163,0.584415584415584,0.635827664399093,4,-6.7,-2.6,0.743989835911894
FRMD7,ENST00000298542,176,877,2145,0.602272727272727,0.369441277080958,0.441491841491842,2,-4.1,-3.6,0.650679949316912
AK8,ENST00000298545,522,110,1440,0.672413793103448,0.609090909090909,0.545833333333333,5,-13.4,-4.7,0.755272321604997
HPRT1,ENST00000298556,159,591,657,0.72327044025157206,0.314720812182741,0.410958904109589,0,-5.9,-5.5,0.661479910716596
DUSP16,ENST00000298573,632,2623,1998,0.531645569620253,0.425848265345025,0.511011011011011,8,0,-3.9,0.699450907566325
ZMYND19,ENST00000298585,227,464,684,0.863436123348018,0.543103448275862,0.577485380116959,0,-14.4,-4.5,0.790606249324561
STOX1,ENST00000298596,83,324,2970,0.795180722891566,0.271604938271605,0.474074074074074,0,-8.4,-8.4,0.656506818508092
JAKMIP3,ENST00000298622,138,3953,2535,0.673913043478261,0.516569693903364,0.563313609467456,2,-0.2,-9.8,0.738764906158179
STK32C,ENST00000298630,107,518,1461,0.822429906542056,0.633204633204633,0.63791923340178,1,-11,-7.9,0.788104800668356
OR4K2,ENST00000298642,36,97,945,0.416666666666667,0.381443298969072,0.410582010582011,1,-6.7,0,0.666884271509326
SLC39A2,ENST00000298681,157,292,930,0.503184713375796,0.424657534246575,0.533333333333333,0,-1.7,-2.5,0.644118693360504
NDRG2,ENST00000298687,173,833,1116,0.653179190751445,0.53781512605042,0.537634408602151,0,-2,-6.3,0.74168495792714
RNASE7,ENST00000298690,257,770,471,0.568093385214008,0.466233766233766,0.54140127388535,3,-2.4,-5.2,0.761515416402116
ARHGEF40,ENST00000298694,127,1232,4560,0.818897637795276,0.503246753246753,0.626315789473684,0,-11.5,-5.2,0.735630246764643
C12orf50,ENST00000298699,181,296,1245,0.453038674033149,0.314189189189189,0.395180722891566,2,-2.5,-0.2,0.622485725762018
PPP1R36,ENST00000298705,96,40,1269,0.791666666666667,0.35,0.431048069345942,1,-5.1,-9.7,0.653797797047585
METTL3,ENST00000298717,152,120,1743,0.565789473684211,0.341666666666667,0.504302925989673,1,-2.5,-3.5,0.680185917704478
ERICH6B,ENST00000298738,165,165,2091,0.551515151515152,0.472727272727273,0.44285031085605,1,-9,-5.9,0.698473091008113
GAS1,ENST00000298743,410,1379,1038,0.709756097560976,0.414068165337201,0.741811175337187,4,-15.3,-8.2,0.725935592600415
TRUB1,ENST00000298746,61,2297,1050,0.508196721311475,0.294732259468872,0.477142857142857,1,-6.1,-9.3,0.610182121458924
FAM35A,ENST00000298784,114,780,2508,0.543859649122807,0.346153846153846,0.384370015948963,2,-13.7,-3,0.586849350750765
ARHGAP42,ENST00000298815,3,2124,2625,1,0.326741996233522,0.426666666666667,0,-7.8,-7.8,0.63858225934455
TTLL5,ENST00000298832,205,632,3846,0.6,0.436708860759494,0.472438897555902,3,-15,-4.2,0.672522764678258
PACSIN3,ENST00000298838,162,406,1275,0.691358024691358,0.588669950738916,0.635294117647059,0,-12.5,-5.1,0.796975322460572
RAPSN,ENST00000298854,214,218,1239,0.654205607476635,0.605504587155963,0.623083131557708,1,-14.5,-4.8,0.82407806040857
CPSF2,ENST00000298875,285,10401,2349,0.540350877192982,0.383040092298817,0.407833120476799,1,-1.8,0,0.628182621665096
CAPRIN2,ENST00000298892,751,349,3234,0.509986684420772,0.375358166189112,0.443413729128015,12,-7,-1.4,0.64485758245572
MOAP1,ENST00000298894,394,991,1056,0.657360406091371,0.424823410696266,0.493371212121212,1,0,-5,0.622837563216907
LRRK2,ENST00000298910,58,1516,7584,0.672413793103448,0.288918205804749,0.402162447257384,1,-7.7,-12.3,0.608128539447244
CLMN,ENST00000298912,114,9624,3009,0.850877192982456,0.449709060681629,0.494184114323696,0,-9.9,-8.3,0.683558133191491
C1QL3,ENST00000298943,940,785,768,0.673404255319149,0.361783439490446,0.639322916666667,5,-6.1,-7.5,0.740324047785529
PIWIL4,ENST00000299001,211,429,2559,0.625592417061611,0.321678321678322,0.454865181711606,1,-6.8,-5.4,0.685866691507781
LIPC,ENST00000299022,235,1016,1500,0.382978723404255,0.336614173228346,0.524,3,-3.9,-6,0.707374966005767
TCP11L2,ENST00000299045,174,485,1560,0.609195402298851,0.331958762886598,0.441025641025641,0,-1.8,-3,0.66023561114466
