gene,Length,RNA.NSC.mean.tpm,RNA.siP.mean.tpm,log2FoldChange.rna,pvalue
PCDHGB4,4725,4.196473781492487,6.270781040150844,0.31235740966251235,0.9142404354171881
PCDHGB1,4590,0.33116418392383634,0.23602208113473666,-0.1410647889075256,0.7648566222946562
DNASE1,4200,1.7984832104253299,1.9795994371533434,0.10019384660109287,0.2055104061927658
GAL,818,1.909415168927113,4.352318674903555,0.25227748460187915,0.7132599133199183
C12orf75,1366,214.14496327648303,241.91863547453667,0.17125299727221152,1.3160405515641666e-5
POU2F3,1953,0.051742436424315336,0.18244728976338132,0.08211267391764893,0.33200998808006454
RP11-38C17.1,669,8.868024207283343,7.17506852068221,-0.13897208467977293,0.6555904756865263
PPP1R13B,4958,3.94507617245025,5.856702819717287,0.47527237378031045,0.09506030348158351
PTPRZ1,8175,0.07688926130489272,0.0971195380194904,0.054052979092243644,0.7875648012433818
CCDC137,2468,27.095404930045135,17.87882846319093,-0.47911552732249135,0.11328198196816579
OXLD1,620,82.1731579580374,76.27150159616106,-0.07986534621238929,1.4159281385922375e-6
FLT3LG,1076,2.5527731542234062,3.0127181995082033,0.10974457717686657,0.28750434440566375
ADAT2,2065,0.9861413352766103,1.0538862395641473,0.0443264915430465,0.6132422978288727
GPI,2210,1368.9365876379868,1152.7983483816797,-0.17411762871571215,0.043993222386564425
PNOC,1200,0,0.08137169495886033,0.021994079293717998,0.883578639818236
MYH15,7074,0.6771806239046411,0.7756339623709363,0.08241803630813556,0.9657151778782249
CFAP161,1631,0.22831688739526768,0.10972357047467733,-0.06635638468924952,0.17810354734582234
TMEM105,3321,1.3656755756080532,1.4092437442934067,0.010438114697375052,0.16716188453734424
HSPA1L,2544,3.5221281777661098,5.057487087092537,0.330911429169084,0.42928500501183153
PTOV1,1875,158.549270905268,149.724202072198,-0.06032450712805522,0.03483209621210557
FBXL6,1785,18.0392259602164,28.66843173999543,0.39904213493360835,0.0014449608228894787
COBLL1,4898,0.8965812937526006,0.7360355829081859,-0.11460732532722998,0.184529965240469
TREML2,3302,0.45491999105566094,0.627569391528552,0.14463091340475057,0.9904305247588294
C11orf24,2063,71.48183126322327,82.73591988030454,0.18928346861686526,0.06462840154663649
FAM47E,1484,0.6175717862235303,0.7552583499084328,0.08314516685352984,5.085221710772463e-5
MS4A6A,1383,0.061083169742197664,0,-0.009786137914727561,0.4042134636328495
GTF2I,4548,140.219370885687,85.13898123080146,-0.6148453937540667,0.02342187141425563
MRPL27,716,222.41282091582465,235.96681851378096,0.08479975758988526,4.737055645632418e-8
PRAMEF20,1597,0.06327675537676133,0,-0.009786137914727575,0.25948496269087856
ZDHHC5,4666,58.14923783940503,45.9826278745905,-0.2615476924691067,0.005623892634699706
FRG2B,890,0,0.09136304437479366,0.02199407929371799,0.14164882174941845
FTSJ3,3559,39.99086299877177,34.7742321907987,-0.1520646941009853,0.3978658525750568
TMEM207,1448,0,0.06743510631949733,0.021994079293717998,0.24433965063486734
OSBPL9,2893,12.645091211128701,9.312110266510759,-0.28606164664364203,0.7029747649936071
AC009336.19,3521,0,0.18293381312879234,0.10875496748243994,0.2201196283937121
C17orf96,3719,10.887914466393019,7.223811924699163,-0.45238112242569134,0.7005259305940709
FBXW11,4539,36.62557912548363,39.1387618532936,0.10269624718010753,0.5297190886721088
SMIM3,2332,4.3326647046038635,3.3188793542298467,-0.2485336110852219,0.524510892654026
PXMP2,957,80.40371826280631,66.6714772180776,-0.21848048519277233,0.6894128518503198
TDG,3251,12.854882036915834,10.064062705837374,-0.26263687076231135,0.01599071790286979
GSTM2,1157,0.6820208085953646,0.9377183080284838,0.09859070187592918,0.21584164975224895
TSNAX,2650,13.217618903310067,12.640164994443245,-0.03017160191240825,0.02473897471340727
PLXNB1,7143,12.763785339618266,14.234148964574535,0.15315522749775035,0.09730305126838738
DAW1,1704,0.25760861112120065,0.999489801769437,0.3651299254415213,0.28789498043209394
PRRT4,3544,0.1499972823243887,0.06838053005084253,-0.10833987902689211,0.3737663689156939
WWP1,4686,3.917816325273147,4.614909519370987,0.18375128968436863,0.5441252325331919
TRIM69,1901,0.22647942673379598,0.15409684474060867,-0.039164442137915693,0.18627570264741572
DNAL4,1504,28.391305195219502,25.05231238803047,-0.11294577377045796,0.3246818425957012
MYNN,4999,1.3795076600545169,1.2325797359712287,-0.07820935382429836,0.002294684508053932
TRPV5,2952,0.0286172167186516,0.22426883823308172,0.18524159897244005,0.008351908718758905
C5orf24,5065,13.063666399625367,9.599398233377263,-0.3672987868999397,0.6851898538590604
RASGRP3,4807,0.5365406086122014,0.34384951771482636,-0.22970875441328173,0.003978961987977515
MSI2,6364,11.853666127778267,11.036820769559695,-0.055811146004505395,0.273238172572417
RWDD1,5522,9.570666653388578,7.014705821697343,-0.30652629452833735,0.1984618282697344
HSD17B6,1751,1.369488150149323,0.4989529427883426,-0.3596896352253489,0.9173698016645574
PTGES,1774,58.8319558514353,79.17367558559293,0.3097449014332832,0.13131402897989525
CHPF2,3978,35.76533806311357,33.38493622565243,-0.06761889008932452,0.9189531079148238
ZNF592,8131,10.546926257228233,12.920897431800034,0.2602541547993209,0.08732577370344914
SLC6A4,6604,0.23415643262940736,0.22342886405080034,-0.025583443065746732,0.007706943771901338
CHD7,11568,2.4866658152823002,2.9055382327943007,0.18211734214938505,0.18570025076362912
RPS6KA1,3186,23.707228860914437,24.640608510203265,0.056638139791422085,0.1533601995898564
LSM11,6584,2.8876761313958497,2.731409298492737,-0.05239229767739978,0.9978576676164126
MSN,3944,136.219515319312,156.4422084828085,0.11529059386773648,0.9592799696033771
NDUFAB1,717,505.2572956185904,302.31506845339936,-0.6489658174115281,0.2458109020027043
NDUFA6,1080,161.810447529281,152.61775841811632,-0.060347854458632846,0.3427084738545546
ROBO1,5600,5.08757407600793,4.85920453955636,-0.036709906104058415,0.08413147704816937
LRAT,4928,0.38005832040790505,0.5001559475247737,0.11567563660321498,6.269006103711187e-5
PIH1D2,1241,0.081428669086775,0.07868334726078334,0.00845793111896515,0.4483649471149888
ATP2B3,4280,0.16755172211396765,0.07562002523218533,-0.13054303124895977,0.013524165678235507
ASPM,10887,0.5833231512624636,0.566714299990911,-0.0176930729456402,0.12054586653101297
NUDT8,809,19.424832435437533,12.725524276948034,-0.3999245228628151,0.26674124628679413
SYP,1850,5.96191645355335,6.14955674929688,0.019883419226936476,2.8112342813556404e-4
MIOX,1130,0.08942741445724567,0,-0.009786137914727575,0.9408403723901028
SDHD,1439,71.16441102920317,61.698754897788696,-0.15979461261874459,0.0012663859242629408
SSTR3,4100,0,0.12657214046219933,0.1892292183988528,6.191730515419387e-6
GBX1,1092,0.065912733422212,0.14746107051888233,0.009492275968907159,0.03222451521537015
TSPYL1,3326,33.943783650014296,28.596941129497566,-0.1923894143343232,0.2724114381467261
C1orf131,1424,16.260762254363833,11.103280390647683,-0.3684402727544127,0.00456283788039511
DEPDC4,1155,1.084905442950794,0.29574490253794966,-0.23045583442872186,0.017749231559410637
SOCS3,2734,25.951361234569003,28.815763969555803,0.1461382471459194,0.18527983678051363
ZMIZ2,5089,7.398348415652659,10.708011434289341,0.4269353971947395,0.5010768551056289
AP2A1,3388,103.18071441502066,102.12088348020906,0.007166671277837857,0.18527236311657072
NUDCD2,8005,7.405153043854157,5.439780798852962,-0.3368985266343672,0.14494216609597738
FPGT,3254,2.1519462054100065,2.1187887596612067,0.007308337158386168,0.6771810835945746
RP11-546B8.6,2775,0.03641548768889633,0,-0.009786137914727575,0.20045973193580302
EVPL,6614,5.34464485797259,5.475791469422777,0.036881499306294634,0.07993350401622565
FAM32A,1455,119.73502355810767,100.54979821803647,-0.21137403623305032,0.6045901421836948
C16orf92,895,0,0.488975046258604,0.1561142108178014,0.02665305331479328
TPD52L1,2356,72.88116729544628,69.95956293646141,-0.034052228018193256,1.3119526051413768e-4
ULBP3,988,3.743983838248313,2.4334342120600834,-0.21820124506213667,0.4035199683640519
ZC4H2,2184,2.2111251881819505,1.322923860488778,-0.33004176619227427,0.012311756774346714
TBC1D3K,2116,0.07984690335865734,0.12224646642592234,0.021203802270176323,0.04216098555020566
FAM204A,13889,1.9060741477204635,2.0533222472750468,0.10956082791631006,0.19158124156683085
MYLIP,1666,9.90362152965849,7.2675742891009305,-0.26798711392802727,0.33499719684230017
MAPK7,3149,4.475874933936063,4.620914362231603,0.04461417794298881,0.9045881038010263
HSPB2-C11orf52,892,0,0.27168228531411004,0.06002178822231579,0.2274052023249393
HLA-E,2601,77.00390382105884,58.03322664396427,-0.30801385010121984,0.9665424924294747
BOD1L1,10565,0.7989782332736154,0.8452117585140497,0.049070822365488015,0.6729483548599742
HSPB2,1335,0,0.120619841952524,0.02199407929371799,0.8756373981470118
CDKN2AIPNL,1223,79.15201591787344,63.35651579407613,-0.26667171521418936,0.0994829288308706
PPP1R3A,4384,0.019269622206537298,0.05527842119073584,0.04695440011533573,0.01905769958261072
C11orf52,1141,0.5508936995333017,0.08557934614428768,-0.17730264082774444,0.18079994573533525
OR5B21,931,0.10854240422845067,0,-0.009786137914727575,0.0014677782905418088
TRIM67,3936,0.41648241564218597,0.5798425795744654,0.13972746393855706,0.4009458919126558
APCDD1L,3426,0,0.02373412419543677,0.02199407929371799,2.4217294409734986e-5
PEA15,2471,64.12767988490003,100.3800143614239,0.5659097515777355,0.21533340511599527
OTUD6B,3294,2.1746012781465605,2.053334107306488,-0.036311080490866184,1.5835271189042809e-7
PTPN14,12985,2.4128217155479734,5.745225896265443,0.988003039473002,0.08686011373073654
TMTC2,5681,7.46165524876394,6.013097260332977,-0.24738484094935576,0.45114410553616147
PSTPIP2,3000,0.4725559289041113,0.30199364631491915,-0.14737572575520178,0.05479576249318907
FAU,538,1516.5168329925734,1681.9388811664433,0.13838200310548926,0.08883551899404153
CRYAB,1013,4.8175173878582935,7.0920821972640065,0.3274571302938266,0.03501921222278732
MTRNR2L6,1447,12.78263420439152,16.504722537638532,0.2095982538222542,8.625434740680985e-4
DLX4,2034,0.5070568668191734,0.27905262363542366,-0.12547268396925443,0.9860281436515023
SCUBE2,3148,0.33643808811576964,0.23664340849369023,-0.09505692152051476,0.6796628789743858
MAL2,2818,1.6265188784622848,1.688827436787708,0.03953864249518098,0.2570181407074637
KIF25,1613,0.09699611199659967,0.060536908834862006,-0.014935927300772733,0.019487914036222357
CASD1,3942,3.9159585074594063,2.6779876824342437,-0.37966800620470165,0.8181453807153101
KBTBD2,3745,9.684039701261328,8.594013884690492,-0.11782865968621584,0.9878739196685911
RASAL2,4378,2.93642623761829,5.991877044722091,0.7270537975193053,0.013318918633823076
LRP1,14897,2.0065007529152834,2.56514313770649,0.2810999964696091,0.3342579137955
RP11-514P8.6,3569,5.18822358819964,4.554125846741177,-0.13192600437943042,0.6313408114528831
REV1,4751,2.25131285865347,2.2184683239122203,-0.006053427122933203,3.955950252189624e-4
GCSAML,3820,0.06307140115287294,0.06813409762768713,0.013685232034923035,0.16893464358990154
CTNNA1,3756,109.50242583345867,141.90933516246534,0.32611005048441694,0.2520243916130212
OR14K1,945,0,0.10332913645569568,0.021994079293717998,0.008937251185516396
IMPA1,2690,10.494742456036574,7.729865034849163,-0.3208592787953848,0.09830285348711165
TRIQK,3510,2.7960866155870865,1.8026487465113588,-0.34936663989097716,0.138381428932952
NLRP3,4170,0.40737414244803233,0.15608066876266033,-0.270475163956161,0.2941655704316448
NUP50,5233,7.028161978445307,7.740866369315427,0.1207908486472541,0.771124337050478
PCDHB11,4198,0.8079867984028359,0.8296279571182131,0.02729967358472781,0.3420063484159206
PCDHB4,3825,0.16866527209169271,0.135672098273207,-0.03361265303162636,0.8133084417118652
CBX6,6122,22.120102527467335,19.719811539031,-0.11756202605195866,0.3798510866392362
FABP5,851,89.84851372334357,98.74818861334374,0.10120765163693403,0.11900810336632152
SLC22A24,2101,0,0.038702098759432,0.02199407929371799,0.09301021302183658
UGT2B4,2103,0.12839230900789667,0.08509707248892,-0.02381937681517774,2.6965444718645483e-4
ZNF493,5023,0.016818240842814965,0,-0.009786137914727561,0.385940394655006
DSN1,2233,21.038926119933702,7.851535681857107,-1.1151115551527169,0.3529147648985388
CYB5R3,2124,46.68283589229103,42.94280139071617,-0.08551890956666162,0.006461807217643759
MBLAC2,4280,1.4158425790204465,1.4538689273220795,0.04921710436599808,0.9757994688718158
ENTPD4,2063,24.4511293091013,14.942768461360567,-0.563783762920866,0.936929612751575
TNIP1,2785,75.47330625938393,83.85421378335144,0.1262363553027352,0.2817567998060202
SRGAP2C,7204,3.631576515762063,2.518244688848083,-0.37232720961294696,9.890296516997415e-4
MYO1A,3621,1.525536299500077,1.7633729499160335,0.07604940477082088,0.7584041536183074
SUPT4H1,574,185.67754967925302,170.93728546302634,-0.07723261361264315,0.10603588430448263
MBTD1,5099,1.3709192319016168,1.3588553055172035,0.017244307740928392,0.001819811781762847
AKT1S1,1760,70.296093671171,50.01355441785916,-0.35674860477002,0.5281135129426892
SKAP2,3998,6.33989729170587,5.712899895302887,-0.09272443895409618,0.008404693960037998
NAP1L1,13505,35.80314093474737,27.09469638815197,-0.32654941686377437,0.5128725491168508
SDPR,3229,2.8519955702752164,6.30760566004268,0.7276954003806343,1.1036254004828377e-4
TBC1D31,3502,7.769522710451324,6.299383071867006,-0.21630967485839678,0.007744467719630647
NANOS1,4017,23.800443501076234,38.58689774979297,0.46610158807534935,0.6990628285771591
CBFA2T3,4477,0.082881841451931,0.15588673650641402,0.12531652585614905,0.16267706908491142
FAM200A,2480,1.153319795522101,1.583389415445873,0.21885099879536743,0.13864566133133255
ARVCF,4041,1.3888934917025673,1.70254815844456,0.14709322904947614,0.3843367963588667
GCN1,8675,51.94906377599643,57.56745539395509,0.13683434499364813,0.2560026329204767
TES,2782,27.26439797667793,31.27104262240307,0.15630684846584797,0.06600652542420188
PEBP4,895,0.09438885335582066,0,-0.009786137914727561,0.07206140750402014
SP6,3800,0.7508508860971806,1.075509877609316,0.21749779197759098,0.09276954358023645
FCAR,1483,0.811234329860118,0.5560808020574447,-0.12780381441800323,0.006579272274477988
SCYL2,5779,2.918781719637176,3.538701979489917,0.22181539514202822,0.968081053857785
MYOZ3,3445,0.415911403161542,0.3947595151823727,-0.03910781407718638,0.7453399092499493
CWC27,2078,1.3271690449454931,2.124056161150227,0.32405989721334294,0.085990741806678
DSTYK,7874,6.637032662032894,6.57815939762774,0.00611954606720535,0.6041560327512239
COL14A1,6466,0.013064958823609566,0.040252436272466,0.07052007871478644,0.3118310111534931
ALDOA,1550,2442.51653812576,1843.2157544981364,-0.34575248617878146,0.24100066128572106
PRRX2,1311,0.154161675570843,1.0014477492024032,0.3426654669565329,0.9281614594309859
NDUFS3,958,191.89586279438603,173.80322411799966,-0.11258724058779783,0.03589377047248521
PCM1,6820,4.60396626732075,5.071101834917403,0.1305574177210703,0.6759112779804652
BAK1,2136,37.08305358485157,53.21228864756264,0.43164246619810576,0.09620632004063201
ESCO2,3922,2.4304728453244597,1.5182673684064056,-0.3695181378341257,0.00583518407002418
PAX4,2010,0,0.12869329500360768,0.06150368085986262,0.12814653868433493
CAMP,745,0.24903490213442567,0.32743534024254933,0.02859917468500627,2.1189953629417542e-4
RALGAPA1,7911,3.7003000883346697,4.914867276243017,0.34053074545970824,0.46561394291285446
EFEMP2,2034,0.5016127363116231,0.5006692071641797,-0.004856041817011888,0.023854324612405137
PHGDH,1913,25.473569066204902,11.980645474185868,-0.5189658049101109,0.5700445005593736
ZZEF1,11456,14.026750296142934,14.2988968229512,0.037850415061065824,0.07481874637983185
KCTD10,4163,16.989623425220135,19.1455290242107,0.15465176305899073,1.5234696231816638e-4
C1orf122,973,95.23315843142643,99.59598619130134,0.06791799774484161,0.20652384717660296
AGAP6,2372,2.355130023831847,1.4992004686817417,-0.30506575612132947,0.8047999026747249
FAM26F,1117,0.07562938563425199,0.14416068845713467,0.00972652420267929,0.7300286520297095
ABRACL,845,26.8815768277628,26.935253007869733,0.012936812607110234,0.5489309804553868
EPAS1,5166,190.6901659830397,213.201220919917,0.12324540806049092,0.002901835760063889
TARSL2,3610,2.635494818266477,2.26713497672328,-0.14564034696589762,0.12089822872769997
SYCE1,1377,0,0.11694080537880867,0.02199407929371799,0.8965612883312006
ASCL1,2472,0.12152432784976767,0.17042869819756667,0.03861902404707123,0.04919459048917527
UBAP1,2535,46.20100569951287,46.3448689114021,0.015437257684645458,0.20011083482854536
DLAT,4458,15.2234680323263,14.176355782964949,-0.060938286518129714,0.5525116996235473
JADE2,2748,44.4754103204358,41.48340690603297,-0.07442486758031581,9.621553376501463e-4
LRP2BP,5157,0.520822294066256,0.496570838350243,-0.03328331893673399,0.4564892659077966
MPEG1,4442,0.016203670620678866,0.05823357112950284,0.05298661818357294,0.03588797055267253
RNH1,1894,268.270352305082,378.95835489071936,0.45397242441459656,0.43271126755478
SCEL,2386,0.5042164757680446,1.1977565295817747,0.39906727287036897,0.4113375522310683
DOLPP1,2177,21.288651821958865,11.173368227741781,-0.7137239777462423,9.252749151412462e-5
ZHX3,4140,3.0979856245435866,3.2629414186172867,0.0806875046976086,0.002242587101346932
HDDC2,918,130.10160543469533,114.64945470047843,-0.14106151712926324,0.2918935259167972
TOP1,3738,7.751833591808237,6.81339174052095,-0.1336936214395874,0.4985155867050351
GPR63,5952,0.4203255251702933,0.5601472317228705,0.13335924840516028,0.1706812425179542
ANKRD20A1,3379,0.232324486480619,0.12515491918463964,-0.09861827302979917,0.5810630624915306
IPP,3113,3.62054564829862,2.4848017555586437,-0.36238000838417234,3.67290265190849e-4
ADRBK1,3466,59.50058187799586,48.15320335493453,-0.22892375885931962,1.6841261348263579e-4
NAGA,3694,22.203001265157997,11.304902629617066,-0.7982671383821051,0.24766020526066634
RUFY1,2646,26.228921558665263,27.21482830790697,0.061400197347047415,0.5856568736131178
FERMT3,2489,0.193598033269566,0.20193364862914867,0.007207851968795049,0.23844585580160357
CFHR4,2178,0.07183412702043866,0.044832889784496004,-0.014935927300772733,0.033491411698272064
ZNF182,3465,0.276494696407433,0.27653020844934534,0.020309846366884904,0.3064161256972047
C17orf74,1651,0.05116779149210133,0.14775247030932734,0.04995150381387962,0.009778896740735931
FGF11,3063,0.2233011627428417,0.4026064706794967,0.18857280206468555,0.15874921518904472
TBCK,8101,1.6530951243668601,1.63306653168293,-0.004553521852691522,0.04409076765244294
TBC1D14,4925,51.1291566439738,31.5096589502418,-0.48690495831240455,0.0011965308749901386
RAB6A,3389,24.162131109548866,25.7972381148184,0.09042584833519964,0.14040386815661773
CDC5L,6423,2.165380219378017,1.9080913576448264,-0.10639133633142743,0.5657027308824479
SEPT3,2586,1.1136269356996946,0.842314511783544,-0.110892400808614,0.46927670194534205
FAM135A,5282,1.5000299909731132,1.9813948964254031,0.26587716586866483,0.9039703752408889
ZC2HC1A,3352,1.2333615398236786,1.9530322881038231,0.34179604806634983,0.9691655715944255
KCTD17,1691,39.823009693100296,29.7104977107023,-0.33680061778830694,0.195685845400513
IGF1,7359,0.25454651646230303,0.20868436109341557,-0.07903903337203723,0.4403981964452968
NCOR2,8533,18.8718161197858,22.450602994042,0.19462557905019565,0.9875035387880113
TBCA,683,299.70386913337165,206.56296759921432,-0.4010281029530113,0.6533551793825989
COG8,1731,14.160430019389468,21.35449945393117,0.4422938672773656,1.7513697990090383e-8
LUC7L3,1972,4.396225180733969,5.442209743837323,0.21299018798478245,0.6389408836712557
CCDC59,1983,6.1410817061494205,5.934257841257196,-0.0045468396964477775,0.7121563596047716
RRP12,4425,23.6612232324813,49.75056922707737,0.8816494326289952,0.23274978495584772
CFH,4127,12.0174329269294,6.727583744096383,-0.6047873987183737,0.0028461373168205883
PROS1,3560,7.3539481530815864,3.696545361327304,-0.718989374129323,0.47932942270960244
IL12A,1522,0.6958653754194767,0.8710131083499536,0.0657425255560921,0.10483691669054328
SKA2,2798,25.219285185840402,25.4321242423003,0.01721080415631263,2.029964367793449e-4
C1orf52,1219,25.5720483007875,23.090396485944833,-0.0885423276405218,0.001187064955643512
ABCA5,6525,0.5468021996823844,0.2976664767439507,-0.3650894901550775,0.005875360526618924
WDR88,1718,0.22563268845373838,0,-0.09150963626348134,0.19760015758924815
EPHA3,5809,0.02908522077929407,0.013997780942256233,-0.015488678514820041,0.332379981696368
BNC1,4610,0,0.0874985005437755,0.10354283968194501,0.019241286933319217
RUBCN,2919,7.602296605836581,8.2235874425917,0.08320522583874354,0.6838784174965971
RTN1,3435,0.12533839598863034,0.028426792998728467,-0.12179927590899488,0.22320023156970872
CSF2RB,4863,0.062339900269394004,0.093350933756635,0.03969288985314746,0.2933537298618043
COX5A,1268,254.867920689258,304.51669680124866,0.2509735872508704,0.9706181125425389
SH3KBP1,4731,8.82317352515458,6.124619497080713,-0.3508923527169405,0.007164008238808278
NLGN3,3046,0.2063590647299729,0.277149774743691,0.09073541545551764,0.184841197882019
ATP13A1,3861,20.987220500934068,24.4522098753871,0.20354587845754005,2.18457618798723e-4
ZGPAT,1871,15.435519095512,14.541117885418194,-0.04302846671371462,0.005218829491969693
TPM2,1189,474.44517394075336,459.800266569892,-0.0059346743445703905,0.5575795724414083
LRRN2,5036,1.2643047674631434,2.6424927543359367,0.7183108163985777,0.7003376237956899
PAPSS2,3949,20.875908583724268,25.772700593958934,0.263522738707563,0.05962306813867883
SLC26A11,1862,8.843482261504041,10.730611454147194,0.21958930318380374,0.05636179504879474
RNF182,3382,1.919537759927608,3.5321362986341165,0.40315785701674967,0.7896670222081983
GADD45B,1373,59.34379112276927,63.386081718966466,0.08459257807871758,0.3357224988418147
WDR63,2995,0.06194691221707743,0.16289771517909798,0.08729174148409577,0.016168715889475608
ETNPPL,2099,0.39574829339727136,0,-0.23879484131964318,0.345837270024931
IRF4,5331,0.16880539789392066,0.07872838341096804,-0.1695917884577969,0.60043695850907
LRRC37A3,5537,2.1808351250773996,1.79930711191787,-0.17626023608410163,0.0064708268240246235
RTN3,2532,96.6410763413067,83.56371599060607,-0.16915290695849874,1.4051409199903395e-6
ETS1,2231,10.64830921676966,20.402000846449532,0.6782388892282775,5.418633224890348e-4
NAPEPLD,4988,1.4320115376550338,1.40101928074251,-1.5054250928138538e-4,0.14011364833217943
IGHMBP2,3961,6.62542894093966,8.274446801704938,0.2734454487938724,0.17462881154082796
RAG2,2818,0,0.034650828229465004,0.021994079293717998,0.05629635902024769
PAK7,4500,0.018772894167435467,0.08963735277929019,0.09169842584616067,8.976467849451952e-4
ANXA13,1469,26.431764468858933,12.777468744920467,-0.7977053021459447,0.26240817099047176
ETFA,2287,150.66880562876366,159.74401258165565,0.08713649274714813,0.7308100295415061
SNED1,8174,0.17293787019641685,0.16281253408880966,-0.008348614908444633,4.89256464234383e-4
BSX,830,0.10178075151019234,0,-0.009786137914727561,0.04525230103123585
SEZ6L,3248,0.03111237017755163,0.05509825844956857,0.04017150013204127,0.0022440285445563487
NKX3-1,3271,3.45232489733775,4.203180843696747,0.18946042916871964,0.18658071465024864
RASA4B,2794,0.6971475296585243,0.6847376108063473,-0.01669664127897305,0.005520484788711112
TCAF1,5733,8.531496973809865,4.115690219181533,-0.8522483459608108,0.9281238223799723
THY1,3556,0.2374858902864637,0.25936835303763267,0.015123698333967728,0.5488091825612589
TOMM20,3387,89.03230202606919,80.10711089103053,-0.10688680127082688,7.033602494016355e-4
TCAF2,5568,0.8538235448726567,0.576171556997074,-0.28338553888697426,0.6003166146477046
LYSMD3,4259,1.5021644360698165,2.7015173318372234,0.5633658726716161,0.9665580808715264
MYCBPAP,3186,0.28765741706080333,0.162883168830828,-0.14382342425748626,0.024414278676702518
ADAMTS13,4934,0.2171885732154131,0.1183473775702305,-0.13855358613214555,0.7964836633799909
NRG4,1159,2.0605894983783366,0.364882201833389,-0.48723047576427303,0.25708359918549034
BAHCC1,10801,0.7736571896743895,1.0272471329767934,0.2726604950749343,0.13288203699320322
SAMD7,2399,0.30413617736731335,0.49975783276225666,0.155006107901993,0.3318089501268556
ZNF891,15455,1.4067583880655234,1.7683107394972666,0.23842794840528114,0.308491552035547
HOXD1,1975,48.52718504278234,84.69549871213984,0.4079497597357203,0.11130464827760228
KDM4A,4474,10.136727894344366,8.436096925483563,-0.1573001953562008,0.12885223257235948
SELP,3142,0,0.0823276648495391,0.06150368085986262,0.902699723297714
CCDC85B,1524,128.80235266921298,99.80761362466177,-0.25313916836159056,0.5071581790402417
ICT1,890,175.70440581451967,239.306237004745,0.3942892196019883,0.005936103978964208
MS4A7,1869,0.564490885854264,0.22455912892663,-0.19465387451713823,0.10040342291696548
WDR36,3140,8.050549646940732,8.797898596593134,0.11801714284096611,0.02335165337445974
MAS1,9841,0.222826601564548,0.29590363454392704,0.11269001686065284,0.009607602445370171
FADS6,2154,1.5245477602752533,2.490074611166587,0.26402398446632225,0.14283339052054353
CRTC2,2644,4.93227105094822,7.41613550724924,0.42070718232056353,0.7842357950872095
UTP20,9025,2.73164733665121,3.2292006153000465,0.19542988041381631,0.5614339253580245
SIPA1L2,6555,4.5261255699145835,7.20870442310675,0.5014828475819468,0.016571144913300678
BRMS1L,2657,1.5788977135617877,1.9010756922554268,0.154221699829338,0.760335434857614
AATK,5257,0.16932681260824145,0.17885590980395696,0.02647649552857694,0.3231520287312235
FUNDC1,1196,25.634309618601097,21.09787361128293,-0.20362015092393188,0.38921485053937893
TSPAN1,1615,2.9068818029785164,3.52252207456786,0.16045246851899797,0.08564039774992428
ABCC11,4862,0.20928208743159335,0.22248922715506558,-0.004567892675259259,0.5007207452720684
CRYBB2,886,1.0828182417755574,0.5470442404067403,-0.15961623596654367,0.24188104166168253
KIAA1671,7864,3.43715366636369,4.6194860529645965,0.3652107801262989,0.17979071980769382
FXYD2,562,800.4537313519207,886.1497095239456,0.14059629979985486,0.49994434415059363
CLDN1,3481,7.520161193420264,43.41585125086876,1.804103462314239,0.46923575941588896
MKS1,2397,11.523248943179363,15.182564342624298,0.3130709003547273,0.0019815034739272407
SCCPDH,2503,34.101460496424004,40.4362878584617,0.23357810566405962,0.05763404933510901
CNGA3,3841,0.07461181474273239,0.2612931457681303,0.24339545845165636,0.010833779844868352
HORMAD2,2115,0.15385852300587902,0.320744460955614,0.08413236365613877,5.14584108513428e-4
TCN1,1582,6.300931144777756,4.580098840867243,-0.23392284631380594,0.007806956097715302
RP13-672B3.2,567,121.66594839339433,91.01823151698096,-0.3341428394595171,0.0065871838856431724
CHST4,2412,0.041895928000285,0.2420920236034487,0.18429235883316408,0.015601733255861915
NME2,866,1226.4050784494232,1290.72232269466,0.0743682009502678,0.10393406504969717
HGH1,2531,50.4689320461841,33.917188976423,-0.4190620515066128,0.972026730165322
SNUPN,1513,36.35411951725183,29.0850394157566,-0.23139157253777312,0.2927372395165914
EXOSC4,887,123.854561631875,142.62558274462432,0.18368193481268746,0.62417357008363
GOLGA5,2969,9.72713549064686,8.060942035518524,-0.20624657884142647,0.13781209559842192
NNMT,1610,261.9563771087897,284.422844857235,0.11674986653025282,0.9712301768240381
MAP6,3334,0.49373101987399665,0.26790551506913035,-0.20868730975384153,0.010745242289543246
FBXL17,5188,4.668123703865354,6.062021033098699,0.31386831715538477,0.29152934030408933
OSBP,5083,16.726936755745232,11.2268471298523,-0.4244195486819507,0.2651419364622721
KCNK2,1491,0.3342994362113867,0.5565496527058983,0.11395578460910226,0.2519316289876438
NAA60,2735,26.102429106015965,23.314238672531634,-0.11906146042437998,0.06501493985768662
DHFRL1,3927,4.837304540619393,4.15667551090493,-0.15182490856007005,0.006218442059733956
STX19,1158,0.08726509355499801,0,-0.009786137914727575,0.3575533207921728
GALR2,1364,1.0160122556504876,1.1793856658544812,0.07440928610431104,0.9043938787795256
RAC2,1482,0.5119426200700513,1.5421443003819963,0.3808652540930905,0.5291107964239086
CPEB2,6878,6.126704106091054,10.28179412964604,0.5906102656658289,0.0022843227875844144
