Gene,FEcap,uATG,utr,gc
YDL113C,-13.5,TRUE,71,0.394366197183099
YDL115C,-5.7,TRUE,17,0.294117647058824
YDL116W,NA,FALSE,NA,NA
YDL117W,-4.2,TRUE,298,0.389261744966443
YDL119C,NA,FALSE,NA,NA
YDL120W,-4.9,TRUE,81,0.37037037037037
YDL121C,-5.3,TRUE,12,0.416666666666667
YDL122W,NA,FALSE,NA,NA
YDL123W,-10.1,TRUE,14,0.357142857142857
YDL124W,NA,FALSE,NA,NA
YDL125C,NA,FALSE,NA,NA
YDL126C,-11.3,TRUE,51,0.411764705882353
YDL127W,-7.5,TRUE,72,0.388888888888889
YDL128W,NA,FALSE,NA,NA
YDL129W,NA,FALSE,NA,NA
YDL130W,-7.2,TRUE,18,0.277777777777778
YDL130WA,-1.2,TRUE,66,0.393939393939394
YDL132W,NA,FALSE,NA,NA
YDL133W,NA,FALSE,NA,NA
YDL135C,-7.4,TRUE,85,0.376470588235294
YDL138W,NA,FALSE,NA,NA
YDL139C,NA,FALSE,NA,NA
YDL140C,NA,FALSE,NA,NA
YDL141W,NA,FALSE,NA,NA
YDL142C,NA,FALSE,NA,NA
YDL143W,-12.1,TRUE,36,0.416666666666667
YDL144C,NA,FALSE,NA,NA
YDL145C,NA,FALSE,NA,NA
YDL146W,-1,TRUE,184,0.385869565217391
YDL147W,-6.8,TRUE,60,0.4
YDL148C,-8,TRUE,31,0.419354838709677
YDL149W,NA,FALSE,NA,NA
YDL150W,-5.6,TRUE,112,0.339285714285714
YDL153C,-11,TRUE,27,0.37037037037037
YDL154W,NA,FALSE,NA,NA
YDL155W,NA,FALSE,NA,NA
YDL156W,NA,FALSE,NA,NA
YDL157C,NA,FALSE,NA,NA
YDL159W,NA,FALSE,NA,NA
YDL160C,NA,FALSE,NA,NA
YDL160CA,-6.6,TRUE,23,0.347826086956522
YDL161W,-7.7,TRUE,17,0.294117647058824
YDL164C,NA,FALSE,NA,NA
YDL165W,-5.2,TRUE,50,0.42
YDL166C,-4.5,TRUE,55,0.4
YDL167C,NA,FALSE,NA,NA
YDL168W,-7,TRUE,34,0.382352941176471
YDL170W,NA,FALSE,NA,NA
YDL171C,NA,FALSE,NA,NA
YDL173W,NA,FALSE,NA,NA
YDL174C,-15.4,TRUE,29,0.379310344827586
YDL175C,NA,FALSE,NA,NA
YDL176W,NA,FALSE,NA,NA
YDL177C,NA,FALSE,NA,NA
YDL178W,-10.2,TRUE,18,0.277777777777778
YDL179W,-7.2,TRUE,96,0.364583333333333
YDL180W,NA,FALSE,NA,NA
YDL181W,-9.3,TRUE,164,0.378048780487805
YDL183C,-5.8,TRUE,70,0.385714285714286
YDL185W,NA,FALSE,NA,NA
YDL189W,-18.1,TRUE,194,0.381443298969072
YDL190C,NA,FALSE,NA,NA
YDL192W,-9.5,TRUE,44,0.363636363636364
YDL193W,NA,FALSE,NA,NA
YDL194W,NA,FALSE,NA,NA
YDL195W,-8.4,TRUE,120,0.358333333333333
YDL197C,-19.6,TRUE,15,0.333333333333333
YDL198C,NA,FALSE,NA,NA
YDL199C,-7.3,TRUE,70,0.385714285714286
YDL200C,-10.6,TRUE,5,0.6
YDL201W,-12.6,TRUE,104,0.336538461538462
YDL202W,-9.4,TRUE,55,0.4
YDL203C,-12.2,TRUE,200,0.385
YDL204W,NA,FALSE,NA,NA
YDL205C,-10.7,TRUE,198,0.383838383838384
YDL206W,NA,FALSE,NA,NA
YDL207W,-10,TRUE,39,0.41025641025641
YDL208W,-5.1,TRUE,46,0.391304347826087
YDL209C,-8.8,TRUE,23,0.347826086956522
YDL211C,NA,FALSE,NA,NA
YDL212W,-7,TRUE,48,0.395833333333333
YDL213C,-7.4,TRUE,20,0.3
YDL215C,-9.6,TRUE,201,0.383084577114428
YDL216C,-4.7,TRUE,11,0.454545454545455
YDL217C,NA,FALSE,NA,NA
YDL219W,-7.4,TRUE,27,0.37037037037037
YDL220C,-14.2,TRUE,31,0.419354838709677
YDL223C,NA,FALSE,NA,NA
YDL224C,-7.1,TRUE,365,0.405479452054795
YDL225W,-7.1,TRUE,51,0.411764705882353
YDL226C,-10.1,TRUE,15,0.333333333333333
YDL227C,-3.9,TRUE,40,0.4
YDL230W,NA,FALSE,NA,NA
YDL231C,-9.4,TRUE,112,0.339285714285714
YDL232W,NA,FALSE,NA,NA
YDL233W,NA,FALSE,NA,NA
YDL234C,NA,FALSE,NA,NA
YDL235C,NA,FALSE,NA,NA
YDL236W,-5.5,TRUE,16,0.3125
YDL237W,-13.4,TRUE,20,0.3
YDL238C,-10.8,TRUE,29,0.379310344827586
YDL240W,NA,FALSE,NA,NA
YDL241W,-7.6,TRUE,161,0.372670807453416
YDR001C,-9.6,TRUE,208,0.379807692307692
YDR002W,-6.4,TRUE,30,0.4
YDR003W,NA,FALSE,NA,NA
YDR004W,NA,FALSE,NA,NA
YDR005C,NA,FALSE,NA,NA
YDR006C,-8.8,TRUE,97,0.360824742268041
YDR007W,NA,FALSE,NA,NA
YDR009W,NA,FALSE,NA,NA
YDR011W,NA,FALSE,NA,NA
YDR013W,-8.7,TRUE,17,0.294117647058824
YDR014W,NA,FALSE,NA,NA
YDR016C,-9.6,TRUE,34,0.382352941176471
YDR017C,-4.4,TRUE,15,0.333333333333333
YDR019C,-8.5,TRUE,30,0.4
YDR020C,NA,FALSE,NA,NA
YDR021W,NA,FALSE,NA,NA
YDR022C,NA,FALSE,NA,NA
YDR023W,-9.7,TRUE,23,0.347826086956522
YDR026C,-4.9,TRUE,151,0.357615894039735
YDR027C,-10.7,TRUE,129,0.348837209302326
YDR028C,NA,FALSE,NA,NA
YDR030C,NA,FALSE,NA,NA
YDR031W,NA,FALSE,NA,NA
YDR032C,-0.9,TRUE,70,0.385714285714286
YDR033W,-3.2,TRUE,273,0.36996336996337
YDR034C,NA,FALSE,NA,NA
YDR035W,-7.6,TRUE,22,0.363636363636364
YDR036C,-11,TRUE,74,0.378378378378378
YDR037W,-5.2,TRUE,50,0.42
YDR041W,NA,FALSE,NA,NA
YDR043C,NA,FALSE,NA,NA
YDR044W,-1,TRUE,44,0.363636363636364
YDR045C,-6.1,TRUE,156,0.365384615384615
YDR046C,-13.7,TRUE,91,0.362637362637363
YDR047W,-11.1,TRUE,351,0.41025641025641
YDR049W,NA,FALSE,NA,NA
YDR050C,-4,TRUE,31,0.419354838709677
YDR051C,-6.4,TRUE,47,0.382978723404255
YDR052C,-13.4,TRUE,124,0.354838709677419
YDR054C,-12.9,TRUE,190,0.38947368421052603
YDR055W,-4.9,TRUE,62,0.403225806451613
YDR056C,-8.2,TRUE,59,0.406779661016949
YDR057W,NA,FALSE,NA,NA
YDR058C,NA,FALSE,NA,NA
YDR059C,NA,FALSE,NA,NA
YDR060W,-8.3,TRUE,95,0.357894736842105
YDR061W,NA,FALSE,NA,NA
YDR062W,NA,FALSE,NA,NA
YDR063W,-7.8,TRUE,129,0.348837209302326
YDR064W,-6.2,TRUE,22,0.363636363636364
YDR065W,NA,FALSE,NA,NA
YDR066C,NA,FALSE,NA,NA
YDR067C,-6.6,TRUE,46,0.391304347826087
YDR068W,NA,FALSE,NA,NA
YDR069C,NA,FALSE,NA,NA
YDR071C,NA,FALSE,NA,NA
YDR072C,-7.3,TRUE,127,0.354330708661417
YDR073W,-7.5,TRUE,77,0.376623376623377
YDR074W,NA,FALSE,NA,NA
YDR075W,-13.1,TRUE,189,0.391534391534392
YDR076W,NA,FALSE,NA,NA
YDR078C,-8.7,TRUE,18,0.277777777777778
YDR079CA,NA,FALSE,NA,NA
YDR079W,NA,FALSE,NA,NA
YDR080W,NA,FALSE,NA,NA
YDR081C,-12.7,TRUE,88,0.375
YDR082W,NA,FALSE,NA,NA
YDR084C,-8,TRUE,35,0.4
YDR085C,NA,FALSE,NA,NA
YDR086C,-11.6,TRUE,94,0.361702127659574
YDR087C,-8.1,TRUE,30,0.4
YDR088C,NA,FALSE,NA,NA
YDR089W,NA,FALSE,NA,NA
YDR090C,-8,TRUE,59,0.406779661016949
YDR091C,-5.3,TRUE,73,0.383561643835616
YDR092W,NA,FALSE,NA,NA
YDR093W,-6.9,TRUE,267,0.370786516853933
YDR096W,-14.2,TRUE,9,0.555555555555556
YDR097C,NA,FALSE,NA,NA
YDR098C,NA,FALSE,NA,NA
YDR100W,-6.8,TRUE,41,0.390243902439024
YDR101C,-5.7,TRUE,28,0.392857142857143
YDR103W,NA,FALSE,NA,NA
YDR104C,-10,TRUE,50,0.42
YDR105C,-6.1,TRUE,52,0.423076923076923
YDR107C,NA,FALSE,NA,NA
YDR108W,-8.8,TRUE,37,0.405405405405405
YDR109C,NA,FALSE,NA,NA
YDR110W,-10.7,TRUE,39,0.41025641025641
YDR111C,NA,FALSE,NA,NA
YDR113C,NA,FALSE,NA,NA
YDR115W,NA,FALSE,NA,NA
YDR116C,NA,FALSE,NA,NA
YDR117C,NA,FALSE,NA,NA
YDR118W,NA,FALSE,NA,NA
YDR119W,NA,FALSE,NA,NA
YDR120C,NA,FALSE,NA,NA
YDR121W,NA,FALSE,NA,NA
YDR122W,NA,FALSE,NA,NA
YDR123C,NA,FALSE,NA,NA
YDR125C,NA,FALSE,NA,NA
YDR126W,NA,FALSE,NA,NA
YDR127W,-4,TRUE,77,0.376623376623377
YDR128W,-10.9,TRUE,45,0.377777777777778
YDR129C,-5.1,TRUE,47,0.382978723404255
YDR130C,-6.3,TRUE,1,1
YDR131C,NA,FALSE,NA,NA
YDR132C,-1,TRUE,1231,0.398862713241267
YDR135C,NA,FALSE,NA,NA
YDR137W,NA,FALSE,NA,NA
YDR138W,-8.7,TRUE,14,0.357142857142857
YDR139C,-12.5,TRUE,6,0.666666666666667
YDR140W,-10.3,TRUE,15,0.333333333333333
YDR141C,NA,FALSE,NA,NA
YDR142C,NA,FALSE,NA,NA
YDR143C,NA,FALSE,NA,NA
YDR144C,-10.9,TRUE,141,0.354609929078014
YDR145W,-12.5,TRUE,67,0.388059701492537
YDR146C,NA,FALSE,NA,NA
YDR147W,NA,FALSE,NA,NA
YDR148C,NA,FALSE,NA,NA
YDR151C,-11.1,TRUE,92,0.358695652173913
YDR152W,NA,FALSE,NA,NA
YDR153C,NA,FALSE,NA,NA
YDR155C,-2.9,TRUE,33,0.393939393939394
YDR156W,-8.6,TRUE,51,0.411764705882353
YDR158W,-8.3,TRUE,36,0.416666666666667
YDR159W,-10.2,TRUE,87,0.379310344827586
YDR160W,-3.5,TRUE,179,0.385474860335196
YDR161W,-8.6,TRUE,19,0.263157894736842
YDR162C,NA,FALSE,NA,NA
YDR163W,-9.1,TRUE,74,0.378378378378378
YDR164C,NA,FALSE,NA,NA
YDR165W,-10.9,TRUE,38,0.394736842105263
YDR166C,NA,FALSE,NA,NA
YDR167W,-6.3,TRUE,30,0.4
YDR168W,-6.9,TRUE,41,0.390243902439024
YDR169C,NA,FALSE,NA,NA
YDR171W,-5.7,TRUE,70,0.385714285714286
YDR172W,-8.7,TRUE,45,0.377777777777778
YDR173C,NA,FALSE,NA,NA
YDR174W,-8.7,TRUE,24,0.333333333333333
YDR175C,-7.7,TRUE,48,0.395833333333333
YDR176W,NA,FALSE,NA,NA
YDR177W,-6.9,TRUE,90,0.366666666666667
YDR178W,-6.5,TRUE,103,0.339805825242718
YDR179C,NA,FALSE,NA,NA
YDR179WA,NA,FALSE,NA,NA
YDR180W,-9.4,TRUE,144,0.361111111111111
YDR181C,-4.4,TRUE,60,0.4
YDR182W,-12.3,TRUE,51,0.411764705882353
YDR183W,NA,FALSE,NA,NA
YDR184C,-5.4,TRUE,10,0.5
YDR185C,NA,FALSE,NA,NA
YDR186C,NA,FALSE,NA,NA
YDR188W,-9.9,TRUE,55,0.4
YDR189W,-9,TRUE,43,0.372093023255814
YDR190C,NA,FALSE,NA,NA
YDR191W,-4.4,TRUE,16,0.3125
YDR192C,-8.5,TRUE,46,0.391304347826087
YDR194C,NA,FALSE,NA,NA
YDR195W,NA,FALSE,NA,NA
YDR196C,-14.6,TRUE,1,1
YDR197W,-10.1,TRUE,34,0.382352941176471
YDR198C,NA,FALSE,NA,NA
YDR200C,-9.6,TRUE,66,0.393939393939394
YDR201W,-16.9,TRUE,1,1
YDR202C,NA,FALSE,NA,NA
YDR204W,NA,FALSE,NA,NA
YDR205W,-11.5,TRUE,11,0.454545454545455
YDR206W,NA,FALSE,NA,NA
YDR207C,-8.3,TRUE,90,0.366666666666667
YDR208W,-3,TRUE,125,0.352
YDR210W,-4.1,TRUE,17,0.294117647058824
YDR211W,NA,FALSE,NA,NA
YDR212W,NA,FALSE,NA,NA
YDR213W,NA,FALSE,NA,NA
YDR214W,NA,FALSE,NA,NA
YDR216W,NA,FALSE,NA,NA
YDR217C,NA,FALSE,NA,NA
YDR219C,NA,FALSE,NA,NA
YDR221W,NA,FALSE,NA,NA
YDR222W,NA,FALSE,NA,NA
YDR224C,-1.3,TRUE,35,0.4
YDR226W,-6.4,TRUE,24,0.333333333333333
YDR227W,NA,FALSE,NA,NA
YDR228C,-8.5,TRUE,70,0.385714285714286
YDR229W,NA,FALSE,NA,NA
YDR231C,-11.9,TRUE,26,0.384615384615385
YDR232W,NA,FALSE,NA,NA
YDR233C,-3.2,TRUE,13,0.384615384615385
YDR234W,NA,FALSE,NA,NA
YDR235W,-6.9,TRUE,1,1
YDR236C,-10.4,TRUE,26,0.384615384615385
YDR237W,-11.9,TRUE,143,0.356643356643357
YDR238C,-4.7,TRUE,34,0.382352941176471
YDR239C,-8.6,TRUE,10,0.5
YDR240C,-6,TRUE,21,0.333333333333333
YDR243C,-13,TRUE,30,0.4
YDR244W,-7.7,TRUE,26,0.384615384615385
YDR245W,NA,FALSE,NA,NA
YDR246W,-6.1,TRUE,36,0.416666666666667
YDR247W,-4.5,TRUE,279,0.376344086021505
YDR248C,-12.8,TRUE,59,0.406779661016949
YDR249C,NA,FALSE,NA,NA
YDR251W,NA,FALSE,NA,NA
YDR252W,-7.1,TRUE,9,0.555555555555556
YDR253C,NA,FALSE,NA,NA
YDR254W,NA,FALSE,NA,NA
YDR255C,NA,FALSE,NA,NA
YDR257C,-5.8,TRUE,5,0.6
YDR258C,-6.3,TRUE,74,0.378378378378378
YDR259C,NA,FALSE,NA,NA
YDR260C,NA,FALSE,NA,NA
YDR261C,-11.1,TRUE,32,0.40625
YDR262W,-5.4,TRUE,12,0.416666666666667
YDR264C,-6.7,TRUE,98,0.357142857142857
YDR265W,-7.7,TRUE,45,0.377777777777778
YDR266C,-8.07,TRUE,138,0.355072463768116
YDR267C,-7.1,TRUE,72,0.388888888888889
YDR268W,-6.2,TRUE,69,0.376811594202899
YDR270W,NA,FALSE,NA,NA
YDR272W,-4.38,TRUE,58,0.396551724137931
YDR273W,NA,FALSE,NA,NA
YDR275W,NA,FALSE,NA,NA
YDR276C,-2.9,TRUE,42,0.380952380952381
YDR277C,NA,FALSE,NA,NA
YDR279W,NA,FALSE,NA,NA
YDR280W,-2.6,TRUE,56,0.392857142857143
YDR281C,NA,FALSE,NA,NA
YDR282C,-12,TRUE,8,0.625
YDR283C,NA,FALSE,NA,NA
YDR284C,-8.9,TRUE,290,0.386206896551724
YDR285W,-6.7,TRUE,478,0.412133891213389
YDR286C,NA,FALSE,NA,NA
YDR287W,-6.8,TRUE,25,0.36
YDR288W,NA,FALSE,NA,NA
YDR289C,NA,FALSE,NA,NA
YDR291W,-8.3,TRUE,39,0.41025641025641
YDR292C,NA,FALSE,NA,NA
YDR293C,NA,FALSE,NA,NA
YDR294C,NA,FALSE,NA,NA
YDR295C,-4,TRUE,175,0.382857142857143
YDR296W,-4.8,TRUE,54,0.407407407407407
YDR297W,-9.8,TRUE,23,0.347826086956522
YDR298C,NA,FALSE,NA,NA
YDR299W,NA,FALSE,NA,NA
YDR300C,NA,FALSE,NA,NA
YDR301W,NA,FALSE,NA,NA
YDR302W,-5.7,TRUE,44,0.363636363636364
YDR303C,NA,FALSE,NA,NA
YDR304C,NA,FALSE,NA,NA
YDR305C,NA,FALSE,NA,NA
YDR306C,NA,FALSE,NA,NA
YDR307W,-10.2,TRUE,44,0.363636363636364
YDR308C,-0.2,TRUE,42,0.380952380952381
YDR309C,-5.4,TRUE,51,0.411764705882353
YDR310C,NA,FALSE,NA,NA
YDR311W,NA,FALSE,NA,NA
YDR313C,-9.8,TRUE,20,0.3
YDR314C,-6.4,TRUE,14,0.357142857142857
YDR315C,-12.3,TRUE,2,1
YDR316W,-13.9,TRUE,5,0.6
YDR317W,NA,FALSE,NA,NA
YDR318W,NA,FALSE,NA,NA
YDR319C,-5.9,TRUE,48,0.395833333333333
YDR320C,NA,FALSE,NA,NA
YDR320CA,-5.9,TRUE,1,1
YDR321W,-8.1,TRUE,32,0.40625
YDR322CA,-13.6,TRUE,45,0.377777777777778
YDR322W,-2.5,TRUE,27,0.37037037037037
YDR323C,NA,FALSE,NA,NA
YDR324C,NA,FALSE,NA,NA
YDR325W,NA,FALSE,NA,NA
YDR326C,NA,FALSE,NA,NA
YDR328C,NA,FALSE,NA,NA
YDR329C,-10.7,TRUE,23,0.347826086956522
YDR330W,NA,FALSE,NA,NA
YDR331W,NA,FALSE,NA,NA
YDR332W,NA,FALSE,NA,NA
YDR333C,-14.6,TRUE,14,0.357142857142857
YDR334W,NA,FALSE,NA,NA
YDR335W,NA,FALSE,NA,NA
YDR336W,-15.4,TRUE,8,0.625
YDR337W,-6.5,TRUE,68,0.382352941176471
YDR338C,-3.9,TRUE,60,0.4
YDR339C,NA,FALSE,NA,NA
YDR341C,-8.5,TRUE,22,0.363636363636364
YDR346C,-13,TRUE,158,0.367088607594937
YDR347W,NA,FALSE,NA,NA
YDR348C,NA,FALSE,NA,NA
YDR349C,NA,FALSE,NA,NA
YDR350C,NA,FALSE,NA,NA
YDR351W,NA,FALSE,NA,NA
YDR352W,NA,FALSE,NA,NA
YDR353W,NA,FALSE,NA,NA
YDR354W,-3.3,TRUE,127,0.354330708661417
YDR356W,NA,FALSE,NA,NA
YDR357C,NA,FALSE,NA,NA
YDR358W,NA,FALSE,NA,NA
YDR359C,NA,FALSE,NA,NA
YDR361C,-6.6,TRUE,35,0.4
YDR362C,NA,FALSE,NA,NA
YDR363W,NA,FALSE,NA,NA
YDR363WA,-7.4,TRUE,17,0.294117647058824
YDR364C,NA,FALSE,NA,NA
YDR365C,NA,FALSE,NA,NA
YDR367W,NA,FALSE,NA,NA
YDR368W,-5.6,TRUE,52,0.423076923076923
YDR369C,NA,FALSE,NA,NA
YDR370C,NA,FALSE,NA,NA
YDR371W,-6.8,TRUE,35,0.4
YDR372C,NA,FALSE,NA,NA
YDR373W,-12.4,TRUE,94,0.361702127659574
YDR374WA,NA,FALSE,NA,NA
YDR375C,-10.5,TRUE,17,0.294117647058824
YDR376W,NA,FALSE,NA,NA
YDR377W,NA,FALSE,NA,NA
YDR378C,-14,TRUE,19,0.263157894736842
YDR379CA,NA,FALSE,NA,NA
YDR379W,NA,FALSE,NA,NA
YDR380W,NA,FALSE,NA,NA
YDR381CA,NA,FALSE,NA,NA
YDR381W,-7.1,TRUE,98,0.357142857142857
YDR382W,NA,FALSE,NA,NA
YDR383C,-0.9,TRUE,23,0.347826086956522
YDR384C,-7.8,TRUE,122,0.352459016393443
YDR386W,NA,FALSE,NA,NA
YDR387C,NA,FALSE,NA,NA
YDR388W,NA,FALSE,NA,NA
YDR389W,NA,FALSE,NA,NA
YDR390C,-7.5,TRUE,30,0.4
YDR391C,-5.5,TRUE,12,0.416666666666667
YDR392W,-13.2,TRUE,71,0.394366197183099
YDR393W,NA,FALSE,NA,NA
YDR394W,-9.1,TRUE,105,0.333333333333333
YDR395W,-11.5,TRUE,123,0.349593495934959
YDR397C,-6.1,TRUE,65,0.4
YDR398W,-9.8,TRUE,37,0.405405405405405
YDR399W,-8.8,TRUE,78,0.371794871794872
YDR400W,-9,TRUE,21,0.333333333333333
YDR404C,-11.4,TRUE,193,0.383419689119171
YDR405W,NA,FALSE,NA,NA
YDR406W,NA,FALSE,NA,NA
YDR407C,-15.7,TRUE,81,0.37037037037037
YDR408C,-8.6,TRUE,47,0.382978723404255
YDR410C,NA,FALSE,NA,NA
YDR411C,-6.2,TRUE,51,0.411764705882353
YDR412W,-13.8,TRUE,68,0.382352941176471
YDR414C,NA,FALSE,NA,NA
YDR415C,-10.1,TRUE,29,0.379310344827586
YDR416W,-7.3,TRUE,64,0.40625
YDR419W,NA,FALSE,NA,NA
YDR421W,NA,FALSE,NA,NA
YDR422C,-12.7,TRUE,57,0.385964912280702
YDR423C,NA,FALSE,NA,NA
YDR424C,NA,FALSE,NA,NA
YDR425W,NA,FALSE,NA,NA
YDR427W,NA,FALSE,NA,NA
YDR428C,-8.6,TRUE,29,0.379310344827586
YDR429C,-5.8,TRUE,18,0.277777777777778
YDR430C,NA,FALSE,NA,NA
YDR432W,-6.2,TRUE,29,0.379310344827586
YDR434W,NA,FALSE,NA,NA
YDR435C,NA,FALSE,NA,NA
YDR436W,NA,FALSE,NA,NA
YDR437W,-14.2,TRUE,68,0.382352941176471
YDR439W,NA,FALSE,NA,NA
YDR440W,-15.9,TRUE,96,0.364583333333333
YDR441C,-6,TRUE,42,0.380952380952381
YDR443C,NA,FALSE,NA,NA
YDR444W,-3.6,TRUE,66,0.393939393939394
YDR448W,-8.1,TRUE,37,0.405405405405405
YDR449C,-7.1,TRUE,30,0.4
YDR451C,NA,FALSE,NA,NA
YDR452W,NA,FALSE,NA,NA
YDR453C,NA,FALSE,NA,NA
YDR454C,-7.4,TRUE,17,0.294117647058824
YDR456W,-15.9,TRUE,44,0.363636363636364
YDR457W,NA,FALSE,NA,NA
YDR458C,-7.1,TRUE,50,0.42
YDR459C,NA,FALSE,NA,NA
YDR460W,-9.9,TRUE,113,0.345132743362832
YDR461CA,NA,FALSE,NA,NA
YDR461W,NA,FALSE,NA,NA
YDR462W,-8.9,TRUE,55,0.4
YDR463W,NA,FALSE,NA,NA
YDR464W,NA,FALSE,NA,NA
YDR465C,-11.7,TRUE,44,0.363636363636364
YDR466W,NA,FALSE,NA,NA
YDR468C,-8.8,TRUE,53,0.415094339622642
YDR469W,NA,FALSE,NA,NA
YDR470C,NA,FALSE,NA,NA
YDR471W,-5.8,TRUE,37,0.405405405405405
YDR472W,-5.9,TRUE,71,0.394366197183099
YDR473C,NA,FALSE,NA,NA
YDR475C,-3.1,TRUE,33,0.393939393939394
YDR476C,-12.9,TRUE,19,0.263157894736842
YDR477W,-7.4,TRUE,282,0.382978723404255
YDR478W,-4,TRUE,41,0.390243902439024
YDR479C,NA,FALSE,NA,NA
YDR480W,NA,FALSE,NA,NA
YDR481C,-6.9,TRUE,56,0.392857142857143
YDR482C,NA,FALSE,NA,NA
YDR483W,-9.9,TRUE,27,0.37037037037037
YDR484W,-10.6,TRUE,30,0.4
YDR485C,NA,FALSE,NA,NA
YDR486C,-8.1,TRUE,10,0.5
YDR488C,-8.6,TRUE,50,0.42
YDR489W,-8.4,TRUE,10,0.5
YDR490C,-14.5,TRUE,86,0.383720930232558
YDR492W,-6.3,TRUE,155,0.367741935483871
YDR493W,-9.9,TRUE,89,0.370786516853933
YDR494W,-5.6,TRUE,65,0.4
YDR495C,NA,FALSE,NA,NA
YDR496C,-7.8,TRUE,29,0.379310344827586
YDR497C,-10.6,TRUE,76,0.381578947368421
YDR498C,NA,FALSE,NA,NA
YDR499W,NA,FALSE,NA,NA
YDR500C,NA,FALSE,NA,NA
YDR501W,NA,FALSE,NA,NA
YDR502C,-10.4,TRUE,1,1
YDR503C,NA,FALSE,NA,NA
YDR505C,-6.2,TRUE,230,0.373913043478261
YDR506C,-13.1,TRUE,19,0.263157894736842
YDR507C,-7.1,TRUE,126,0.357142857142857
YDR508C,-6.6,TRUE,45,0.377777777777778
YDR510W,-8.4,TRUE,47,0.382978723404255
YDR511W,-4,TRUE,26,0.384615384615385
YDR512C,NA,FALSE,NA,NA
YDR513W,NA,FALSE,NA,NA
YDR514C,NA,FALSE,NA,NA
YDR515W,NA,FALSE,NA,NA
YDR516C,-9.9,TRUE,53,0.415094339622642
YDR517W,-8,TRUE,74,0.378378378378378
YDR518W,-6.8,TRUE,26,0.384615384615385
YDR519W,NA,FALSE,NA,NA
YDR520C,NA,FALSE,NA,NA
YDR524C,NA,FALSE,NA,NA
YDR524CB,-1.6,TRUE,46,0.391304347826087
YDR525WA,NA,FALSE,NA,NA
YDR527W,-12.1,TRUE,13,0.384615384615385
YDR528W,NA,FALSE,NA,NA
YDR529C,NA,FALSE,NA,NA
YDR530C,NA,FALSE,NA,NA
YDR531W,NA,FALSE,NA,NA
YDR532C,NA,FALSE,NA,NA
YDR533C,NA,FALSE,NA,NA
YDR534C,NA,FALSE,NA,NA
YDR538W,-13.1,TRUE,64,0.40625
YDR539W,NA,FALSE,NA,NA
YDR540C,NA,FALSE,NA,NA
YDR541C,NA,FALSE,NA,NA
YEL001C,NA,FALSE,NA,NA
YEL002C,-14.2,TRUE,51,0.411764705882353
YEL003W,NA,FALSE,NA,NA
YEL004W,-11.9,TRUE,25,0.36
YEL005C,NA,FALSE,NA,NA
YEL006W,NA,FALSE,NA,NA
YEL009C,NA,FALSE,NA,NA
YEL011W,-3.2,TRUE,32,0.40625
YEL012W,-15.9,TRUE,146,0.363013698630137
YEL013W,NA,FALSE,NA,NA
YEL015W,-9.9,TRUE,42,0.380952380952381
YEL016C,NA,FALSE,NA,NA
YEL017CA,-6.4,TRUE,31,0.419354838709677
YEL017W,-4.4,TRUE,31,0.419354838709677
YEL018W,NA,FALSE,NA,NA
YEL019C,NA,FALSE,NA,NA
YEL020C,NA,FALSE,NA,NA
YEL020WA,NA,FALSE,NA,NA
YEL022W,NA,FALSE,NA,NA
YEL024W,-4.3,TRUE,62,0.403225806451613
YEL025C,-13.2,TRUE,18,0.277777777777778
YEL026W,-8.3,TRUE,91,0.362637362637363
YEL027W,NA,FALSE,NA,NA
YEL029C,NA,FALSE,NA,NA
YEL031W,-9.9,TRUE,32,0.40625
YEL032W,-6.3,TRUE,52,0.423076923076923
YEL034W,NA,FALSE,NA,NA
YEL036C,-11.2,TRUE,146,0.363013698630137
YEL037C,-7.7,TRUE,160,0.375
YEL038W,-12.2,TRUE,48,0.395833333333333
YEL040W,-10.6,TRUE,17,0.294117647058824
YEL041W,NA,FALSE,NA,NA
YEL042W,-9.2,TRUE,85,0.376470588235294
YEL043W,-13,TRUE,14,0.357142857142857
YEL044W,-8.9,TRUE,30,0.4
YEL046C,-5.6,TRUE,103,0.339805825242718
YEL047C,-11.4,TRUE,15,0.333333333333333
YEL048C,-10.6,TRUE,22,0.363636363636364
YEL050C,NA,FALSE,NA,NA
YEL051W,-9.4,TRUE,51,0.411764705882353
YEL052W,-6.6,TRUE,64,0.40625
YEL053C,-13.8,TRUE,47,0.382978723404255
YEL055C,NA,FALSE,NA,NA
YEL056W,-8.6,TRUE,52,0.423076923076923
YEL058W,-12.7,TRUE,39,0.41025641025641
YEL059CA,-9.3,TRUE,30,0.4
YEL060C,-10.77,TRUE,56,0.392857142857143
YEL061C,NA,FALSE,NA,NA
YEL062W,-10.1,TRUE,14,0.357142857142857
YEL063C,-12.2,TRUE,232,0.370689655172414
YEL064C,NA,FALSE,NA,NA
YEL065W,-10.3,TRUE,21,0.333333333333333
YEL066W,NA,FALSE,NA,NA
YEL071W,-8,TRUE,14,0.357142857142857
YER001W,NA,FALSE,NA,NA
YER002W,NA,FALSE,NA,NA
YER003C,-1.8,TRUE,45,0.377777777777778
YER004W,-13.8,TRUE,9,0.555555555555556
YER005W,NA,FALSE,NA,NA
YER006W,-4.7,TRUE,28,0.392857142857143
YER007CA,-7.6,TRUE,33,0.393939393939394
YER007W,-7,TRUE,22,0.363636363636364
YER008C,-10.6,TRUE,67,0.388059701492537
